"SSID","Filename","Work[33419]","Creator[33420]","Culture[33421]","Title[33422]","Image View Description[33423]","Image View Type[33424]","Date Description[33425]","ARTstor Earliest Date[33426]","ARTstor Latest Date[33427]","Style/Period[33428]","Materials/Techniques[33429]","Measurements[33430]","Artstor Classification[33431]","Work Type[33432]","Repository[33433]","Repository Accession Number[33434]","Location[33435]","Creation/Discovery Site[33436]","Artstor Country[33440]","Description[33441]","Subject[33442]","Relationships[33443]","Reference Sources[33444]","Photographer[33445]","Image Date[33446]","Rights[33447]","Repository Classification Number[33448]","Image Repository[33449]","Image Collection[33450]","Image Accession Number[33451]","Image Accession Date[33452]","Image Classification Number[33453]","Image Type[33454]","Image Associated Name[33455]","Image Start Year[33456]","Image Measurements[33457]","Image End Year[33458]","Image Materials[33459]","Image Support[33460]","Image Subject[33461]","Image Rights[33462]","Image Credit[33463]","Image Notes[33464]","In House Notes[33465]","Send To Harvard[33466]","In House Use Only[33467]","Additional Formats[33470]","Olivia ID[33471]","Olivia Record Info[33472]","Image Requester[33473]","Image Request Date[33474]","Image Source ID[33475]","Image Source Type[33476]","Image Provider[33477]","Image Source Title[33478]","Image Source Alternate Title[33479]","Image Source Author[33480]","Image Source Edition[33481]","Image Source Place Of Publication[33482]","Image Source Publisher[33483]","Image Source Publication Date[33484]","Image Source Date[33485]","Image Source Series Title[33486]","Image Source Reference Number[33487]","Image Source Call Numbers[33488]","Image Source Notes[33489]","Image Source Record Created By[33490]","Volume[33491]","Issue Number[33492]","Year[33493]","Page Plate Number[33494]","Export Only In Group[33495]","Image Technique[33496]","Media URL"
"4086248","drs:urn-3:HBS.Baker.AC:1141702","8000170690","Toppan, Carpenter, Casilear & Co., producer ; Casco Bank (Portland, Me.), associated name",,"Casco Bank, 5 dollars, 1833","Verso",,"1833",1833,1833,,"ink on paper","7.2 x 17.5 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/2",,,"United States","State/Edition:Maine, 1833 ; Note - General:Note in manuscript: issue number ""924"", date ""May 2, 1833"", and signatures of the cashier and president in brown ink.","portrait medallions ; swords ; female figures ; sailing vessels ; Paper money ; money ; bills of exchange ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365507_2","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086248/representation-view"
"4082990","drs:urn-3:HBS.Baker.AC:1141703","8000168176","New England Bank Note Co. (1833-1858) producer ; Frontier Bank (Eastport, Maine), associated name",,"Frontier Bank, 1 dollar,18??","Recto",,,,,"Antebellum","ink on paper","7.2 x 14.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/3",,,"United States","Torn, 3-4 cm missing from right side.  Marked with large ""X"" in black ink. ; State/Edition:Maine ; Note - General:Note in manuscript:  name of bearer, date ""1852"", and signatures of the cashier and president in black ink.","portrait medallions ; transportation ; female figures ; Paper money ; money ; bills of exchange ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365508_1","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4082990/representation-view"
"4082991","drs:urn-3:HBS.Baker.AC:1141704","8000168176","New England Bank Note Co. (1833-1858) producer ; Frontier Bank (Eastport, Maine), associated name",,"Frontier Bank, 1 dollar,18??","Verso",,,,,"Antebellum","ink on paper","7.2 x 14.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/3",,,"United States","Torn, 3-4 cm missing from right side.  Marked with large ""X"" in black ink. ; State/Edition:Maine ; Note - General:Note in manuscript:  name of bearer, date ""1852"", and signatures of the cashier and president in black ink.","portrait medallions ; transportation ; female figures ; Paper money ; money ; bills of exchange ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365508_2","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4082991/representation-view"
"4086737","drs:urn-3:HBS.Baker.AC:1141705","8000171075","New England Bank Note Co. (1833-1858) producer ; Ship Builders' Bank, associated name",,"Ship Builders' Bank, 1 dollar, 1833","Recto",,"1833",1833,1833,,"ink on paper","7.5 x 17.8 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/4",,,"United States","Inscription:Verso:  blank ; State/Edition:Maine, 1833 ; Note - General:Note in manuscript: issue number ""107"", date ""June 7, 1833"", and signatures of the cashier and president in brown ink.","tridents ; shipbuilding ; bills of exchange ; Paper money ; money ; female figures ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365509_1","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086737/representation-view"
"4086738","drs:urn-3:HBS.Baker.AC:1141706","8000171075","New England Bank Note Co. (1833-1858) producer ; Ship Builders' Bank, associated name",,"Ship Builders' Bank, 1 dollar, 1833","Verso",,"1833",1833,1833,,"ink on paper","7.5 x 17.8 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/4",,,"United States","Inscription:Verso:  blank ; State/Edition:Maine, 1833 ; Note - General:Note in manuscript: issue number ""107"", date ""June 7, 1833"", and signatures of the cashier and president in brown ink.","tridents ; shipbuilding ; bills of exchange ; Paper money ; money ; female figures ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365509_2","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086738/representation-view"
"4088747","drs:urn-3:HBS.Baker.AC:1141707","8000172629","Rawdon, Wright, Hatch & Edson (Cincinnati) (1847-1858) producer ; Bank of America (Georgetown, D. C.), associated name",,"Bank of America (Georgetown, D.C.), 2 dollars, 1852","Recto",,"1852",1852,1852,"Antebellum","ink on paper","7.8 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-40/1",,,,"Inscription:Verso: ; State/Edition:District of Columbus, 1852 ; Note - General:Note in manuscript: issue number, ""2040"" and signatures of the Cashier and President in black ink.","bridges ; horse-drawn vehicles ; riverboats ; eagles ; female figures ; portrait medallions ; bills of exchange ; Paper money ; money ; Jefferson, Thomas (1743-1826, American) sitter ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365511_1","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088747/representation-view"
"4088748","drs:urn-3:HBS.Baker.AC:1141708","8000172629","Rawdon, Wright, Hatch & Edson (Cincinnati) (1847-1858) producer ; Bank of America (Georgetown, D. C.), associated name",,"Bank of America (Georgetown, D.C.), 2 dollars, 1852","Verso",,"1852",1852,1852,"Antebellum","ink on paper","7.8 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-40/1",,,,"Inscription:Verso: ; State/Edition:District of Columbus, 1852 ; Note - General:Note in manuscript: issue number, ""2040"" and signatures of the Cashier and President in black ink.","bridges ; horse-drawn vehicles ; riverboats ; eagles ; female figures ; portrait medallions ; bills of exchange ; Paper money ; money ; Jefferson, Thomas (1743-1826, American) sitter ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365511_2","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088748/representation-view"
"4083131","drs:urn-3:HBS.Baker.AC:1141709","8000168287","Rawdon, Wright, Hatch & Edson (Cincinnati) (1847-1858) producer ; Bank of America (Georgetown, D. C.), associated name",,"Bank of America (Georgetown, D.C.), 2 dollars, 1852","Recto",,"1852",1852,1852,"Antebellum","ink on paper","7.8 x 18.2 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-40/2",,,,"Inscription:Verso: ; State/Edition:District of Columbus, 1852 ; Note - General:Note in manuscript: issue number ""613"" and signatures of the cashier and president in black ink.","bridges ; horse-drawn vehicles ; riverboats ; eagles ; female figures ; portrait medallions ; bills of exchange ; Paper money ; money ; Jefferson, Thomas (1743-1826, American) sitter ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365516_1","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4083131/representation-view"
"4083132","drs:urn-3:HBS.Baker.AC:1141710","8000168287","Rawdon, Wright, Hatch & Edson (Cincinnati) (1847-1858) producer ; Bank of America (Georgetown, D. C.), associated name",,"Bank of America (Georgetown, D.C.), 2 dollars, 1852","Verso",,"1852",1852,1852,"Antebellum","ink on paper","7.8 x 18.2 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-40/2",,,,"Inscription:Verso: ; State/Edition:District of Columbus, 1852 ; Note - General:Note in manuscript: issue number ""613"" and signatures of the cashier and president in black ink.","bridges ; horse-drawn vehicles ; riverboats ; eagles ; female figures ; portrait medallions ; bills of exchange ; Paper money ; money ; Jefferson, Thomas (1743-1826, American) sitter ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365516_2","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4083132/representation-view"
"4084571","drs:urn-3:HBS.Baker.AC:1141711","8000169406","Rawdon, Wright, Hatch & Edson (Cincinnati) (1847-1858) producer ; Bank of America (Georgetown, D. C.), associated name",,"Bank of America (Georgetown, D.C.), 2 dollars, 1852","Recto",,"1852",1852,1852,"Antebellum","ink on paper","7.7 x 18.2 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-40/3",,,,"Inscription:Verso: ; State/Edition:District of Columbus, 1852 ; Note - General:Note in manuscript: issue number ""2072"" and signatures of the cashier and president in black ink.","bridges ; horse-drawn vehicles ; riverboats ; eagles ; female figures ; portrait medallions ; bills of exchange ; Paper money ; money ; Jefferson, Thomas (1743-1826, American) sitter ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365517_1","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4084571/representation-view"
